date,cod_sku,qt_sold
2026-08-07,2M7K4F,2
2026-08-07,H3L9Q1,2
2026-08-07,8V4C6N,2
2026-08-07,P1T8R5,2
2026-08-07,6D2W9K,104
2026-08-07,8K2F6Q,2
2026-08-07,D1W5N9,2
2026-08-07,6P8H3A,2
2026-08-07,Y4C2L7,2
2026-08-07,1M9T5B,2
2026-08-07,5X3R8K,2
2026-08-07,G7Q2D4,34
2026-08-07,N6A1V8,2
2026-08-07,2C8L4P,2
2026-08-07,9H5W1T,2
2026-08-07,24A51X,2
2026-08-07,K8M2Q1,2
2026-08-07,9P3W7C,2
2026-08-07,B7F4L9,2
2026-08-07,T2N8H4,2
2026-08-07,Z5C1R8,2
2026-08-07,4W6J2P,2
2026-08-07,M9D3K7,17
2026-08-07,X1Q8V3,2
2026-08-07,7H5A2E,2
2026-08-07,F3P9W2,2
2026-08-07,L6K1C8,2
2026-08-07,2Y8N4T,2
2026-08-07,R5B7Q3,2
2026-08-07,9C4M1H,2
2026-08-07,H8Q3N1,38
2026-08-07,V2L9D6,2
2026-08-07,A8T3K5,2
2026-08-07,3G7P2W,2
2026-08-07,E4N8J1,2
2026-08-08,7K2N9A,2
2026-08-08,Q4H8L2,2
2026-08-08,3R1B6M,2
2026-08-08,W9C5TD,2
2026-08-08,5J8P2X,2
2026-08-08,2M7K4F,2
2026-08-08,H3L9Q1,2
2026-08-08,8V4C6N,2
2026-08-08,P1T8R5,2
2026-08-08,6D2W9K,104
2026-08-08,8K2F6Q,2
2026-08-08,D1W5N9,2
2026-08-08,6P8H3A,2
2026-08-08,Y4C2L7,2
2026-08-08,1M9T5B,2
2026-08-08,5X3R8K,2
2026-08-08,G7Q2D4,34
2026-08-08,N6A1V8,2
2026-08-08,2C8L4P,2
2026-08-08,9H5W1T,2
2026-08-08,24A51X,2
2026-08-08,K8M2Q1,2
2026-08-08,9P3W7C,2
2026-08-08,B7F4L9,2
2026-08-08,T2N8H4,2
2026-08-08,Z5C1R8,2
2026-08-08,4W6J2P,2
2026-08-08,M9D3K7,17
2026-08-08,X1Q8V3,2
2026-08-08,7H5A2E,2
2026-08-08,F3P9W2,2
2026-08-08,L6K1C8,2
2026-08-08,2Y8N4T,2
2026-08-08,R5B7Q3,2
2026-08-08,9C4M1H,2
2026-08-08,H8Q3N1,38
2026-08-08,V2L9D6,2
2026-08-08,A8T3K5,2
2026-08-08,3G7P2W,2
2026-08-08,E4N8J1,2
2026-08-09,7K2N9A,2
2026-08-09,Q4H8L2,2
2026-08-09,3R1B6M,2
2026-08-09,W9C5TD,2
2026-08-09,5J8P2X,2
2026-08-09,2M7K4F,2
2026-08-09,H3L9Q1,2
2026-08-09,8V4C6N,2
2026-08-09,P1T8R5,2
2026-08-09,6D2W9K,104
2026-08-09,8K2F6Q,2
2026-08-09,D1W5N9,2
2026-08-09,6P8H3A,2
2026-08-09,Y4C2L7,2
2026-08-09,1M9T5B,2
2026-08-09,5X3R8K,2
2026-08-09,G7Q2D4,33
2026-08-09,N6A1V8,2
2026-08-09,2C8L4P,2
2026-08-09,9H5W1T,2
2026-08-09,24A51X,2
2026-08-09,K8M2Q1,2
2026-08-09,9P3W7C,2
2026-08-09,B7F4L9,2
2026-08-09,T2N8H4,2
2026-08-09,Z5C1R8,2
2026-08-09,4W6J2P,2
2026-08-09,M9D3K7,17
2026-08-09,X1Q8V3,2
2026-08-09,7H5A2E,2
2026-08-09,F3P9W2,2
2026-08-09,L6K1C8,2
2026-08-09,2Y8N4T,2
2026-08-09,R5B7Q3,2
2026-08-09,9C4M1H,2
2026-08-09,H8Q3N1,38
2026-08-09,V2L9D6,2
2026-08-09,A8T3K5,2
2026-08-09,3G7P2W,2
2026-08-09,E4N8J1,2
2026-08-10,7K2N9A,2
2026-08-10,Q4H8L2,2
2026-08-10,3R1B6M,2
2026-08-10,W9C5TD,2
2026-08-10,5J8P2X,2
2026-08-10,2M7K4F,2
2026-08-10,H3L9Q1,2
2026-08-10,8V4C6N,2
2026-08-10,P1T8R5,2
2026-08-10,6D2W9K,104
2026-08-10,8K2F6Q,2
2026-08-10,D1W5N9,2
2026-08-10,6P8H3A,2
2026-08-10,Y4C2L7,2
2026-08-10,1M9T5B,2
2026-08-10,5X3R8K,2
2026-08-10,G7Q2D4,33
2026-08-10,N6A1V8,2
2026-08-10,2C8L4P,2
2026-08-10,9H5W1T,2
2026-08-10,24A51X,2
2026-08-10,K8M2Q1,2
2026-08-10,9P3W7C,2
2026-08-10,B7F4L9,2
2026-08-10,T2N8H4,2
2026-08-10,Z5C1R8,2
2026-08-10,4W6J2P,2
2026-08-10,M9D3K7,17
2026-08-10,X1Q8V3,2
2026-08-10,7H5A2E,2
2026-08-10,F3P9W2,2
2026-08-10,L6K1C8,2
2026-08-10,2Y8N4T,2
2026-08-10,R5B7Q3,2
2026-08-10,9C4M1H,2
2026-08-10,H8Q3N1,38
2026-08-10,V2L9D6,2
2026-08-10,A8T3K5,2
2026-08-10,3G7P2W,2
2026-08-10,E4N8J1,2
2026-08-11,7K2N9A,2
2026-08-11,Q4H8L2,2
2026-08-11,3R1B6M,2
2026-08-11,W9C5TD,2
2026-08-11,5J8P2X,2
2026-08-11,2M7K4F,2
2026-08-11,H3L9Q1,2
2026-08-11,8V4C6N,2
2026-08-11,P1T8R5,2
2026-08-11,6D2W9K,104
2026-08-11,8K2F6Q,2
2026-08-11,D1W5N9,2
2026-08-11,6P8H3A,2
2026-08-11,Y4C2L7,2
2026-08-11,1M9T5B,2
2026-08-11,5X3R8K,2
2026-08-11,G7Q2D4,33
2026-08-11,N6A1V8,2
2026-08-11,2C8L4P,2
2026-08-11,9H5W1T,2
2026-08-11,24A51X,2
2026-08-11,K8M2Q1,2
2026-08-11,9P3W7C,2
2026-08-11,B7F4L9,2
2026-08-11,T2N8H4,2
2026-08-11,Z5C1R8,2
2026-08-11,4W6J2P,2
2026-08-11,M9D3K7,17
2026-08-11,X1Q8V3,2
2026-08-11,7H5A2E,2
2026-08-11,F3P9W2,2
2026-08-11,L6K1C8,2
2026-08-11,2Y8N4T,2
2026-08-11,R5B7Q3,2
2026-08-11,9C4M1H,2
2026-08-11,H8Q3N1,38
2026-08-11,V2L9D6,2
2026-08-11,A8T3K5,2
2026-08-11,3G7P2W,2
2026-08-11,E4N8J1,2
2026-08-12,7K2N9A,2
2026-08-12,Q4H8L2,2
2026-08-12,3R1B6M,2
2026-08-12,W9C5TD,2
2026-08-12,5J8P2X,2
2026-08-12,2M7K4F,2
2026-08-12,H3L9Q1,2
2026-08-12,8V4C6N,2
2026-08-12,P1T8R5,2
2026-08-12,6D2W9K,104
2026-08-12,8K2F6Q,2
2026-08-12,D1W5N9,2
2026-08-12,6P8H3A,2
2026-08-12,Y4C2L7,2
2026-08-12,1M9T5B,2
2026-08-12,5X3R8K,2
2026-08-12,G7Q2D4,33
2026-08-12,N6A1V8,2
2026-08-12,2C8L4P,2
2026-08-12,9H5W1T,2
2026-08-12,24A51X,2
2026-08-12,K8M2Q1,2
2026-08-12,9P3W7C,2
2026-08-12,B7F4L9,2
2026-08-12,T2N8H4,2
2026-08-12,Z5C1R8,2
2026-08-12,4W6J2P,2
2026-08-12,M9D3K7,17
2026-08-12,X1Q8V3,2
2026-08-12,7H5A2E,2
2026-08-12,F3P9W2,2
2026-08-12,L6K1C8,2
2026-08-12,2Y8N4T,2
2026-08-12,R5B7Q3,2
2026-08-12,9C4M1H,2
2026-08-12,H8Q3N1,38
2026-08-12,V2L9D6,2
2026-08-12,A8T3K5,2
2026-08-12,3G7P2W,2
2026-08-12,E4N8J1,2
2026-08-13,7K2N9A,2
2026-08-13,Q4H8L2,2
2026-08-13,3R1B6M,2
2026-08-13,W9C5TD,2
2026-08-13,5J8P2X,2
2026-08-13,2M7K4F,2
2026-08-13,H3L9Q1,2
2026-08-13,8V4C6N,2
2026-08-13,P1T8R5,2
2026-08-13,6D2W9K,104
2026-08-13,8K2F6Q,2
2026-08-13,D1W5N9,2
2026-08-13,6P8H3A,2
2026-08-13,Y4C2L7,2
2026-08-13,1M9T5B,2
2026-08-13,5X3R8K,2
2026-08-13,G7Q2D4,33
2026-08-13,N6A1V8,2
2026-08-13,2C8L4P,2
2026-08-13,9H5W1T,2
2026-08-13,24A51X,2
2026-08-13,K8M2Q1,2
2026-08-13,9P3W7C,2
2026-08-13,B7F4L9,2
2026-08-13,T2N8H4,2
2026-08-13,Z5C1R8,2
2026-08-13,4W6J2P,2
2026-08-13,M9D3K7,17
2026-08-13,X1Q8V3,2
2026-08-13,7H5A2E,2
2026-08-13,F3P9W2,2
2026-08-13,L6K1C8,2
2026-08-13,2Y8N4T,2
2026-08-13,R5B7Q3,2
2026-08-13,9C4M1H,2
2026-08-13,H8Q3N1,37
2026-08-13,V2L9D6,2
2026-08-13,A8T3K5,2
2026-08-13,3G7P2W,2
2026-08-13,E4N8J1,2
2026-08-14,7K2N9A,2
2026-08-14,Q4H8L2,2
2026-08-14,3R1B6M,2
2026-08-14,W9C5TD,2
2026-08-14,5J8P2X,2
2026-08-14,2M7K4F,2
2026-08-14,H3L9Q1,2
2026-08-14,8V4C6N,2
2026-08-14,P1T8R5,2
2026-08-14,6D2W9K,104
2026-08-14,8K2F6Q,2
2026-08-14,D1W5N9,2
2026-08-14,6P8H3A,2
2026-08-14,Y4C2L7,2
2026-08-14,1M9T5B,2
2026-08-14,5X3R8K,2
2026-08-14,G7Q2D4,33
2026-08-14,N6A1V8,2
2026-08-14,2C8L4P,2
2026-08-14,9H5W1T,2
2026-08-14,24A51X,2
2026-08-14,K8M2Q1,2
2026-08-14,9P3W7C,2
2026-08-14,B7F4L9,2
2026-08-14,T2N8H4,2
2026-08-14,Z5C1R8,2
2026-08-14,4W6J2P,2
2026-08-14,M9D3K7,17
2026-08-14,X1Q8V3,2
2026-08-14,7H5A2E,2
2026-08-14,F3P9W2,2
2026-08-14,L6K1C8,2
2026-08-14,2Y8N4T,2
2026-08-14,R5B7Q3,2
2026-08-14,9C4M1H,2
2026-08-14,H8Q3N1,37
2026-08-14,V2L9D6,2
2026-08-14,A8T3K5,2
2026-08-14,3G7P2W,2
2026-08-14,E4N8J1,2
2026-08-15,7K2N9A,2
2026-08-15,Q4H8L2,2
2026-08-15,3R1B6M,2
2026-08-15,W9C5TD,2
2026-08-15,5J8P2X,2
2026-08-15,2M7K4F,2
2026-08-15,H3L9Q1,2
2026-08-15,8V4C6N,2
2026-08-15,P1T8R5,2
2026-08-15,6D2W9K,104
2026-08-15,8K2F6Q,2
2026-08-15,D1W5N9,2
2026-08-15,6P8H3A,2
2026-08-15,Y4C2L7,2
2026-08-15,1M9T5B,2
2026-08-15,5X3R8K,2
2026-08-15,G7Q2D4,33
2026-08-15,N6A1V8,2
2026-08-15,2C8L4P,2
2026-08-15,9H5W1T,2
2026-08-15,24A51X,2
2026-08-15,K8M2Q1,2
2026-08-15,9P3W7C,2
2026-08-15,B7F4L9,2
2026-08-15,T2N8H4,2
2026-08-15,Z5C1R8,2
2026-08-15,4W6J2P,2
2026-08-15,M9D3K7,17
2026-08-15,X1Q8V3,2
2026-08-15,7H5A2E,2
2026-08-15,F3P9W2,2
2026-08-15,L6K1C8,2
2026-08-15,2Y8N4T,2
2026-08-15,R5B7Q3,2
2026-08-15,9C4M1H,2
2026-08-15,H8Q3N1,37
2026-08-15,V2L9D6,2
2026-08-15,A8T3K5,2
2026-08-15,3G7P2W,2
2026-08-15,E4N8J1,2
2026-08-16,7K2N9A,2
2026-08-16,Q4H8L2,2
2026-08-16,3R1B6M,2
2026-08-16,W9C5TD,2
2026-08-16,5J8P2X,2
2026-08-16,2M7K4F,2
2026-08-16,H3L9Q1,2
2026-08-16,8V4C6N,2
2026-08-16,P1T8R5,2
2026-08-16,6D2W9K,104
2026-08-16,8K2F6Q,2
2026-08-16,D1W5N9,2
2026-08-16,6P8H3A,2
2026-08-16,Y4C2L7,2
2026-08-16,1M9T5B,2
2026-08-16,5X3R8K,2
2026-08-16,G7Q2D4,33
2026-08-16,N6A1V8,2
2026-08-16,2C8L4P,2
2026-08-16,9H5W1T,2
2026-08-16,24A51X,2
2026-08-16,K8M2Q1,2
2026-08-16,9P3W7C,2
2026-08-16,B7F4L9,2
2026-08-16,T2N8H4,2
2026-08-16,Z5C1R8,2
2026-08-16,4W6J2P,2
2026-08-16,M9D3K7,17
2026-08-16,X1Q8V3,2
2026-08-16,7H5A2E,2
2026-08-16,F3P9W2,2
2026-08-16,L6K1C8,2
2026-08-16,2Y8N4T,2
2026-08-16,R5B7Q3,2
2026-08-16,9C4M1H,2
2026-08-16,H8Q3N1,37
2026-08-16,V2L9D6,2
2026-08-16,A8T3K5,2
2026-08-16,3G7P2W,2
2026-08-16,E4N8J1,2
2026-08-17,7K2N9A,2
2026-08-17,Q4H8L2,2
2026-08-17,3R1B6M,2
2026-08-17,W9C5TD,2
2026-08-17,5J8P2X,2
2026-08-17,2M7K4F,2
2026-08-17,H3L9Q1,2
2026-08-17,8V4C6N,2
2026-08-17,P1T8R5,2
2026-08-17,6D2W9K,104
2026-08-17,8K2F6Q,2
2026-08-17,D1W5N9,2
2026-08-17,6P8H3A,2
2026-08-17,Y4C2L7,2
2026-08-17,1M9T5B,2
2026-08-17,5X3R8K,2
2026-08-17,G7Q2D4,33
2026-08-17,N6A1V8,2
2026-08-17,2C8L4P,2
2026-08-17,9H5W1T,2
2026-08-17,24A51X,2
2026-08-17,K8M2Q1,2
2026-08-17,9P3W7C,2
2026-08-17,B7F4L9,2
2026-08-17,T2N8H4,2
2026-08-17,Z5C1R8,2
2026-08-17,4W6J2P,2
2026-08-17,M9D3K7,16
2026-08-17,X1Q8V3,2
2026-08-17,7H5A2E,2
2026-08-17,F3P9W2,2
2026-08-17,L6K1C8,2
2026-08-17,2Y8N4T,2
2026-08-17,R5B7Q3,2
2026-08-17,9C4M1H,2
2026-08-17,H8Q3N1,37
2026-08-17,V2L9D6,2
2026-08-17,A8T3K5,2
2026-08-17,3G7P2W,2
2026-08-17,E4N8J1,2
2026-08-18,7K2N9A,2
2026-08-18,Q4H8L2,2
2026-08-18,3R1B6M,2
2026-08-18,W9C5TD,2
2026-08-18,5J8P2X,2
2026-08-18,2M7K4F,2
2026-08-18,H3L9Q1,2
2026-08-18,8V4C6N,2
2026-08-18,P1T8R5,2
2026-08-18,6D2W9K,104
2026-08-18,8K2F6Q,2
2026-08-18,D1W5N9,2
2026-08-18,6P8H3A,2
2026-08-18,Y4C2L7,2
2026-08-18,1M9T5B,2
2026-08-18,5X3R8K,2
2026-08-18,G7Q2D4,33
2026-08-18,N6A1V8,2
2026-08-18,2C8L4P,2
2026-08-18,9H5W1T,2
2026-08-18,24A51X,2
2026-08-18,K8M2Q1,2
2026-08-18,9P3W7C,2
2026-08-18,B7F4L9,2
2026-08-18,T2N8H4,2
2026-08-18,Z5C1R8,2
2026-08-18,4W6J2P,2
2026-08-18,M9D3K7,16
2026-08-18,X1Q8V3,2
2026-08-18,7H5A2E,2
2026-08-18,F3P9W2,2
2026-08-18,L6K1C8,2
2026-08-18,2Y8N4T,2
2026-08-18,R5B7Q3,2
2026-08-18,9C4M1H,2
2026-08-18,H8Q3N1,37
2026-08-18,V2L9D6,2
2026-08-18,A8T3K5,2
2026-08-18,3G7P2W,2
2026-08-18,E4N8J1,2
2026-08-19,7K2N9A,2
2026-08-19,Q4H8L2,2
2026-08-19,3R1B6M,2
2026-08-19,W9C5TD,2
2026-08-19,5J8P2X,2
2026-08-19,2M7K4F,2
2026-08-19,H3L9Q1,2
2026-08-19,8V4C6N,2
2026-08-19,P1T8R5,2
2026-08-19,6D2W9K,104
2026-08-19,8K2F6Q,2
2026-08-19,D1W5N9,2
2026-08-19,6P8H3A,2
2026-08-19,Y4C2L7,2
2026-08-19,1M9T5B,2
2026-08-19,5X3R8K,2
2026-08-19,G7Q2D4,33
2026-08-19,N6A1V8,2
2026-08-19,2C8L4P,2
2026-08-19,9H5W1T,2
2026-08-19,24A51X,2
2026-08-19,K8M2Q1,2
2026-08-19,9P3W7C,2
2026-08-19,B7F4L9,2
2026-08-19,T2N8H4,2
2026-08-19,Z5C1R8,2
2026-08-19,4W6J2P,2
2026-08-19,M9D3K7,16
2026-08-19,X1Q8V3,2
2026-08-19,7H5A2E,2
2026-08-19,F3P9W2,2
2026-08-19,L6K1C8,2
2026-08-19,2Y8N4T,2
2026-08-19,R5B7Q3,2
2026-08-19,9C4M1H,2
2026-08-19,H8Q3N1,37
2026-08-19,V2L9D6,2
2026-08-19,A8T3K5,2
2026-08-19,3G7P2W,2
2026-08-19,E4N8J1,2
2026-08-20,7K2N9A,2
2026-08-20,Q4H8L2,2
2026-08-20,3R1B6M,2
2026-08-20,W9C5TD,2
2026-08-20,5J8P2X,2
2026-08-20,2M7K4F,2
2026-08-20,H3L9Q1,2
2026-08-20,8V4C6N,2
2026-08-20,P1T8R5,2
2026-08-20,6D2W9K,104
2026-08-20,8K2F6Q,2
2026-08-20,D1W5N9,2
2026-08-20,6P8H3A,2
2026-08-20,Y4C2L7,2
2026-08-20,1M9T5B,2
2026-08-20,5X3R8K,2
2026-08-20,G7Q2D4,33
2026-08-20,N6A1V8,2
2026-08-20,2C8L4P,2
2026-08-20,9H5W1T,2
2026-08-20,24A51X,2
2026-08-20,K8M2Q1,2
2026-08-20,9P3W7C,2
2026-08-20,B7F4L9,2
2026-08-20,T2N8H4,2
2026-08-20,Z5C1R8,2
2026-08-20,4W6J2P,2
2026-08-20,M9D3K7,16
2026-08-20,X1Q8V3,2
2026-08-20,7H5A2E,2
2026-08-20,F3P9W2,2
2026-08-20,L6K1C8,2
2026-08-20,2Y8N4T,2
2026-08-20,R5B7Q3,2
2026-08-20,9C4M1H,2
2026-08-20,H8Q3N1,37
2026-08-20,V2L9D6,2
2026-08-20,A8T3K5,2
2026-08-20,3G7P2W,2
2026-08-20,E4N8J1,2
2026-08-21,7K2N9A,2
2026-08-21,Q4H8L2,2
2026-08-21,3R1B6M,2
2026-08-21,W9C5TD,2
2026-08-21,5J8P2X,2
2026-08-21,2M7K4F,2
2026-08-21,H3L9Q1,2
2026-08-21,8V4C6N,2
2026-08-21,P1T8R5,2
2026-08-21,6D2W9K,104
2026-08-21,8K2F6Q,2
2026-08-21,D1W5N9,2
2026-08-21,6P8H3A,2
2026-08-21,Y4C2L7,2
2026-08-21,1M9T5B,2
2026-08-21,5X3R8K,2
2026-08-21,G7Q2D4,33
2026-08-21,N6A1V8,2
2026-08-21,2C8L4P,2
2026-08-21,9H5W1T,2
2026-08-21,24A51X,2
2026-08-21,K8M2Q1,2
2026-08-21,9P3W7C,2
2026-08-21,B7F4L9,2
2026-08-21,T2N8H4,2
2026-08-21,Z5C1R8,2
2026-08-21,4W6J2P,2
2026-08-21,M9D3K7,16
2026-08-21,X1Q8V3,2
2026-08-21,7H5A2E,2
2026-08-21,F3P9W2,2
2026-08-21,L6K1C8,2
2026-08-21,2Y8N4T,2
2026-08-21,R5B7Q3,2
2026-08-21,9C4M1H,2
2026-08-21,H8Q3N1,37
2026-08-21,V2L9D6,2
2026-08-21,A8T3K5,2
2026-08-21,3G7P2W,2
2026-08-21,E4N8J1,2
2026-08-22,7K2N9A,2
2026-08-22,Q4H8L2,2
2026-08-22,3R1B6M,2
2026-08-22,W9C5TD,2
2026-08-22,5J8P2X,2
2026-08-22,2M7K4F,2
2026-08-22,H3L9Q1,2
2026-08-22,8V4C6N,2
2026-08-22,P1T8R5,2
2026-08-22,6D2W9K,104
2026-08-22,8K2F6Q,2
2026-08-22,D1W5N9,2
2026-08-22,6P8H3A,2
2026-08-22,Y4C2L7,2
2026-08-22,1M9T5B,2
2026-08-22,5X3R8K,2
2026-08-22,G7Q2D4,33
2026-08-22,N6A1V8,2
2026-08-22,2C8L4P,2
2026-08-22,9H5W1T,2
2026-08-22,24A51X,2
